City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,bethel,0,US,1690593646,80,41.3712,-73.414,81.75,3.44
1,stanley,0,GB,1690593646,86,54.868,-1.6985,58.28,4.61
2,port-aux-francais,100,TF,1690593646,74,-49.35,70.2167,39.72,26.55
3,longyearbyen,75,SJ,1690593637,87,78.2186,15.6401,44.44,8.05
4,lihue,17,US,1690593646,67,21.9789,-159.3672,87.04,16.89
5,iqaluit,75,CA,1690593481,58,63.7506,-68.5145,53.33,2.3
6,nerchinsk,91,RU,1690593646,64,51.9833,116.5833,71.91,5.08
7,aripuana,78,BR,1690593646,39,-9.1667,-60.6333,77.65,2.53
8,upington,75,ZA,1690593647,66,-28.4478,21.2561,50.38,9.22
9,remire-montjoly,0,GF,1690593647,89,4.9167,-52.2667,78.84,2.3
10,san fernando de apure,100,ML,1690593647,68,13.3034,-4.8956,81.79,7.29
11,alofi,100,NU,1690593647,88,-19.0595,-169.9187,73.29,8.05
12,baoro,100,CF,1690593648,94,5.6667,15.9667,68.14,2.28
13,waitangi,100,NZ,1690593650,95,-43.9535,-176.5597,52.83,8.01
14,yellowknife,100,CA,1690593548,60,62.456,-114.3525,73.56,8.01
15,punta arenas,100,PH,1690593650,92,8.9897,125.34,76.39,4.03
16,bredasdorp,35,ZA,1690593650,91,-34.5322,20.0403,51.01,14.97
17,grytviken,29,GS,1690593650,88,-54.2811,-36.5092,29.77,10.18
18,sandnessjoen,100,NO,1690593650,91,66.0217,12.6316,57.72,5.37
19,gadzhiyevo,100,RU,1690593650,79,69.2551,33.3362,57.88,4.38
20,caudry,100,FR,1690593651,91,50.1249,3.4119,60.98,5.3
21,uturoa,13,PF,1690593651,77,-16.7333,-151.4333,79.86,9.75
22,papatowai,100,NZ,1690593651,66,-46.5619,169.4708,51.66,3.98
23,bubaque,100,GW,1690593651,82,11.2833,-15.8333,81.57,9.48
24,kruisfontein,100,ZA,1690593651,76,-34.0033,24.7314,51.89,2.84
25,puerto ayora,0,ES,1690593651,73,36.5939,-6.233,70.61,2.3
26,sitka,0,US,1690593651,60,57.0531,-135.33,69.69,13.8
27,adamstown,97,PN,1690593651,69,-25.066,-130.1015,66.87,23.71
28,hawaiian paradise park,100,PH,1690593652,85,10.8241,123.0075,80.37,17.25
29,seme,100,SN,1690593652,59,15.1942,-12.9448,89.62,13.78
30,tiksi,0,RU,1690593652,69,71.6872,128.8694,43.27,7.05
31,yuzhno-kurilsk,100,RU,1690593652,78,44.0306,145.8556,70.54,3.62
32,margaret river,100,US,1690593652,90,33.6862,-86.475,84.43,7.29
33,udachny,0,RU,1690593652,37,66.4167,112.4,71.46,5.46
34,ushuaia,0,AR,1690593653,57,-54.8,-68.3,47.86,14.97
35,flekkefjord,100,NO,1690593653,82,58.2971,6.6607,55.94,1.39
36,mugia,36,ES,1690593653,97,43.1041,-9.2179,68.92,5.19
37,howard springs,100,US,1690593653,91,39.2504,-76.933,77.88,13.73
38,bilibino,100,RU,1690593653,85,68.0546,166.4372,50.47,4.25
39,kapa'a,27,US,1690593653,76,22.0752,-159.319,87.78,8.01
40,eregli,0,TR,1690593654,38,37.5133,34.0467,64.51,0.63
41,mount pearl,100,GB,1690593654,92,53.6597,-1.8537,59.67,9.33
42,champerico,100,GT,1690593654,74,14.3,-91.9167,84.85,7.14
43,college,75,US,1690593467,53,64.8569,-147.8028,82.38,3.44
44,edinburgh of the seven seas,0,GB,1690593424,80,55.9521,-3.1965,60.28,8.05
45,badger,0,US,1690593654,51,64.8,-147.5333,82.31,3.44
46,new holland,100,LR,1690593654,98,6.6518,-10.5932,72.97,2.21
47,jamestown,20,US,1690593654,92,42.097,-79.2353,76.59,9.22
48,albany,83,US,1690593383,81,42.6001,-73.9662,79.92,2.86
49,puerto natales,0,ES,1690593423,73,36.5939,-6.233,70.61,2.3
50,keflavik,0,IS,1690593655,93,64.0049,-22.5624,50.43,9.22
51,pangoa,64,PE,1690593655,98,-12.1167,-73.0,67.24,2.48
52,utrik,100,MH,1690593655,80,11.2278,169.8474,83.14,20.83
53,kaoma,0,ZM,1690593655,50,-14.7833,24.8,54.57,4.23
54,lazaro cardenas,100,DO,1690593655,68,19.4558,-71.3261,80.01,12.55
55,lompoc,20,US,1690593655,76,34.6391,-120.4579,85.01,10.36
56,crucecita,0,AR,1690593656,61,-28.95,-58.9833,52.09,6.71
57,tindouf,0,DZ,1690593656,28,27.6711,-8.1474,86.45,11.5
58,wailua homesteads,24,US,1690593656,75,22.0492,-159.3352,87.8,8.01
59,palmer,40,US,1690593656,75,42.1584,-72.3287,80.15,5.75
60,tidjikja,99,MR,1690593656,40,18.5564,-11.4271,90.57,10.18
61,anadyr,20,RU,1690593656,72,64.75,177.4833,59.5,13.42
62,tolanaro,20,MG,1690593657,77,-25.0319,46.9987,64.47,4.61
63,invercargill,100,NZ,1690593657,73,-46.4,168.35,54.01,5.99
64,san luis de la loma,100,ML,1690593657,68,13.3034,-4.8956,81.79,7.29
65,tura,98,IN,1690593657,94,25.5198,90.2201,76.75,5.06
66,nuuk,75,GL,1690593657,66,64.1835,-51.7216,54.21,13.8
67,belyy yar,2,RU,1690593657,96,55.8402,32.9419,50.95,4.03
68,colonia,75,DE,1690593658,87,50.9333,6.95,67.87,4.61
69,khilok,30,RU,1690593658,58,51.3674,110.4676,71.89,2.35
70,coquimbo,100,CL,1690593448,100,-29.9533,-71.3436,55.13,3.44
71,cabo san lucas,18,BR,1690593658,87,-8.2833,-35.0333,76.93,5.26
72,maumere,35,ID,1690593658,70,-8.6199,122.2111,79.65,3.91
73,khandyga,13,RU,1690593658,35,62.6667,135.6,72.27,2.98
74,nemuro,100,JP,1690593658,88,43.3236,145.575,66.6,3.33
75,west island,0,US,1690593659,34,31.8024,-97.0917,94.75,9.22
76,guthrie,37,US,1690593659,28,35.8789,-97.4253,94.68,11.27
77,susuman,14,RU,1690593659,44,62.7833,148.1667,60.73,1.88
78,arba minch,91,IT,1690593659,75,46.1461,12.7925,69.73,3.24
79,avarua,100,CK,1690593659,78,-21.2078,-159.775,71.65,8.05
80,abyek,94,IR,1690593659,39,36.0667,50.55,78.4,0.87
81,port saint john's,0,CD,1690593660,45,-7.0349,29.7638,71.55,5.93
82,thompson,40,CA,1690593660,64,55.7435,-97.8558,68.16,8.05
83,bani suwayf,99,DO,1690593476,80,18.2833,-70.3333,83.86,8.55
84,anuradhapura,96,LK,1690593660,82,8.3565,80.4173,78.35,12.95
85,neijiang,95,CN,1690593660,91,29.5835,105.0622,77.59,1.12
86,callao,75,PE,1690593397,77,-12.0667,-77.15,68.72,11.5
87,nar'yan-mar,12,RU,1690593660,87,67.6713,53.087,55.27,2.13
88,tsiombe,0,MG,1690593660,89,-25.3,45.4833,60.71,4.05
89,loen,21,MH,1690593661,77,7.7601,168.2307,83.48,13.47
90,ilshofen,13,DE,1690593661,95,49.17,9.9189,61.3,6.44
91,wanning,100,CN,1690593661,67,18.8003,110.3967,88.2,8.68
92,darlowo,13,PL,1690593661,87,54.421,16.4107,59.79,7.02
93,urcos,36,PE,1690593661,78,-13.6861,-71.6228,53.49,6.49
94,bandon,13,IE,1690593661,95,51.7469,-8.7425,54.99,10.02
95,pacific grove,0,US,1690593661,69,38.482,-90.7415,95.18,6.29
96,modimolle,11,ZA,1690593662,37,-24.7,28.4,59.27,8.05
97,pizarro,74,CO,1690593373,85,4.9533,-77.366,80.73,5.66
98,north bend,100,FR,1690593662,92,50.3333,3.6667,62.44,5.39
99,kingston,20,JM,1690593574,73,17.997,-76.7936,85.15,12.66
100,oltinko'l,0,UZ,1690593662,29,40.8011,72.1634,81.93,6.33
101,saint-louis,100,SN,1690593662,59,16.3333,-15.0,85.91,13.69
102,pisco,100,PE,1690593662,82,-13.7,-76.2167,66.25,13.8
103,hermanus,100,ZA,1690593662,91,-34.4187,19.2345,50.81,34.65
104,east london,100,IS,1690593663,99,65.0,-15.0,44.35,6.38
105,rio grande,0,GR,1690593663,68,38.3,21.7833,73.78,3.44
106,beyneu,0,KZ,1690593663,28,45.3167,55.2,84.25,7.16
107,benjamin constant,0,US,1690593663,17,40.0983,-111.7313,99.3,5.75
108,antonio enes,20,US,1690593663,73,34.8353,-120.5699,84.27,10.36
109,isafjordur,100,IS,1690593663,94,66.0755,-23.124,44.85,6.8
110,sao vicente,100,IN,1690593663,89,20.5113,76.2129,71.13,9.6
111,arraial do cabo,46,BR,1690593664,69,-22.8362,-46.646,62.53,3.2
112,bhadra,5,IN,1690593664,74,29.1167,75.1667,84.15,4.68
113,port mathurin,0,CD,1690593420,45,-7.0349,29.7638,71.55,5.93
114,kodiak,100,US,1690593664,94,57.79,-152.4072,54.91,14.97
115,genhe,100,CN,1690593664,67,50.7833,121.5167,69.49,4.65
116,nouadhibou,11,MR,1690593664,83,20.931,-17.0347,69.67,25.3
117,whitehorse,20,CA,1690593395,32,60.7161,-135.0538,83.01,5.99
118,dudinka,58,RU,1690593665,63,69.4058,86.1778,72.72,11.83
119,mount gambier,100,GB,1690593665,92,53.6597,-1.8537,59.67,9.33
120,nogliki,100,RU,1690593665,99,51.8333,143.1667,53.22,9.51
121,ust'-barguzin,14,RU,1690593665,80,53.45,108.9833,64.36,1.88
122,zelenogorskiy,100,RU,1690593665,97,55.0333,87.0,61.09,4.32
123,idri,1,LY,1690593665,30,27.5,13.2667,85.35,9.6
124,ugento,0,IT,1690593665,82,39.9263,18.1574,75.27,2.28
125,afaahiti,64,PF,1690593666,86,-17.75,-149.2833,73.27,18.77
126,fort st. john,100,NL,1690593666,100,52.6517,6.3861,64.13,8.72
127,iskateley,11,RU,1690593666,87,67.6803,53.1512,55.11,1.97
128,kavieng,10,PG,1690593666,72,-2.5744,150.7967,83.77,6.73
129,mayya,0,RU,1690593666,42,61.7333,130.2811,72.72,3.98
130,fort bragg,100,NL,1690593666,100,52.6517,6.3861,64.13,8.72
131,port lincoln,0,CD,1690593660,45,-7.0349,29.7638,71.55,5.93
132,geraldton,100,AU,1690593560,82,-28.7667,114.6,57.61,8.05
133,mammoth lakes,98,US,1690593666,18,32.7226,-110.6406,106.14,1.01
134,balikpapan,75,ID,1690593667,83,-1.2675,116.8289,81.59,10.36
135,laguna,0,US,1690593667,26,38.421,-121.4238,99.32,11.5
136,igrim,0,RU,1690593667,77,63.1906,64.4162,61.99,7.45
137,puerto san carlos,0,ES,1690593651,73,36.5939,-6.233,70.61,2.3
138,ouarzazat,5,MA,1690593667,11,30.9189,-6.8934,84.49,5.75
139,i-n-salah,0,DZ,1690593667,8,27.1935,2.4607,96.28,5.21
140,malango,57,ID,1690593667,68,-2.9627,119.9001,74.61,2.28
141,paita,19,PE,1690593667,81,-5.0892,-81.1144,71.92,17.83
142,minas de marcona,6,UY,1690593668,92,-34.3759,-55.2377,40.05,4.41
143,wenling,100,CN,1690593668,91,28.3669,121.36,80.64,18.23
144,olonkinbyen,100,SJ,1690593668,82,70.9221,-8.7187,42.78,8.52
145,cidreira,89,BR,1690593668,66,-30.1811,-50.2056,54.63,10.58
146,huanuco,100,PE,1690593668,89,-9.9329,-76.2415,61.72,4.38
147,dwarka,100,IN,1690593456,82,22.2394,68.9678,81.48,22.59
148,chonchi,100,CL,1690593669,93,-42.6128,-73.8092,54.61,13.15
149,shrewsbury,100,GB,1690593669,81,52.7101,-2.7521,59.04,8.05
150,uvalde,0,US,1690593669,25,29.3669,-99.767,95.99,10.36
151,burang,99,CN,1690593669,91,30.25,81.1667,49.73,5.06
152,isangel,100,VU,1690593669,57,-19.55,169.2667,70.47,13.38
153,kralendijk,20,BQ,1690593669,89,12.15,-68.2667,82.38,16.11
154,usogorsk,100,RU,1690593670,86,63.4106,48.6872,61.68,7.0
155,izluchinsk,85,RU,1690593670,78,60.9794,76.9242,64.42,3.98
156,wai,100,IN,1690593670,96,17.9333,73.9,69.89,5.84
157,villa union,4,IT,1690593670,86,46.2039,10.1339,68.43,2.1
158,villa dolores,4,IT,1690593670,86,46.2039,10.1339,68.43,2.1
159,dazhong,100,CN,1690593670,92,33.1997,120.4578,79.54,19.66
160,tabou,100,CI,1690593671,89,4.423,-7.3528,76.21,9.84
161,codrington,85,AU,1690593672,88,-38.2667,141.9667,54.12,13.89
162,port elizabeth,0,CD,1690593672,45,-7.0349,29.7638,71.55,5.93
163,zhezqazghan,0,KZ,1690593672,40,47.7833,67.7667,68.58,0.0
164,oxapampa,89,PE,1690593672,95,-10.5775,-75.4017,58.93,1.99
165,nikolayevsk-on-amure,100,RU,1690593672,95,53.1406,140.73,63.27,3.15
166,esperanza,100,DO,1690593673,82,19.5847,-70.9849,81.09,5.99
167,qaqortoq,99,GL,1690593673,76,60.7167,-46.0333,45.48,4.05
168,ilheus,75,BR,1690593673,83,-14.7889,-39.0494,73.22,2.3
169,tallinn,40,EE,1690593666,94,59.437,24.7535,57.54,8.05
170,jinghong,98,CN,1690593673,97,21.991,100.7341,76.26,0.92
171,akureyri,75,IS,1690593673,81,65.6835,-18.0878,49.93,4.61
172,anderstorp,6,SE,1690593673,92,58.8833,14.2833,52.84,7.0
173,tulagi,100,SB,1690593674,91,-9.0996,160.1476,75.7,6.96
174,vohenstrauss,86,DE,1690593674,91,49.6238,12.3381,62.56,4.41
175,ulsteinvik,1,NO,1690593674,92,62.3432,5.8487,58.91,3.0
176,tazacorte,0,ES,1690593674,83,28.629,-17.9293,72.57,14.97
177,ghadamis,0,LY,1690593674,19,30.1337,9.5007,94.62,12.35
178,portland,20,US,1690593403,43,45.5234,-122.6762,84.52,5.99
179,boca chica,100,IT,1690593674,88,45.679,8.4087,66.02,4.36
180,bokovskaya,100,RU,1690593675,89,49.229,41.8306,63.97,9.51
181,mar del plata,0,ES,1690593675,90,43.4002,-4.0094,71.02,1.01
182,beira,0,MZ,1690593673,94,-19.8436,34.8389,64.49,5.57
183,corn island,8,FR,1690593675,85,44.6075,1.8957,69.01,1.99
184,hakha,98,MM,1690593675,88,22.65,93.6167,64.71,2.06
185,tugulym,21,RU,1690593675,92,57.0591,64.6425,62.67,8.88
186,gagliano del capo,0,IT,1690593675,32,38.9225,16.5589,74.64,7.61
187,mahdishahr,26,IR,1690593676,33,35.7108,53.3556,74.48,8.99
188,san martin,100,ML,1690593647,68,13.3034,-4.8956,81.79,7.29
189,lascano,50,UY,1690593676,84,-33.6667,-54.2,45.25,6.29
190,mullovka,15,RU,1690593676,71,54.2,49.4,69.62,6.2
191,greenville,0,US,1690593676,88,35.6127,-77.3663,84.24,10.36
192,buguruslan,12,RU,1690593676,74,53.6554,52.442,71.1,5.03
193,sinop,7,TR,1690593676,87,41.7711,34.8709,57.56,5.84
194,ilulissat,75,GL,1690593677,93,69.2167,-51.1,42.82,6.91
195,funadhoo,12,MV,1690593677,76,6.15,73.2667,82.71,10.78
196,yanchep,100,AU,1690593677,80,-31.55,115.6833,63.61,12.39
197,meadow lakes,84,US,1690593677,42,45.5291,-102.2163,76.62,8.72
198,saipan,40,MP,1690593677,100,15.1355,145.701,88.5,8.05
199,ust-nera,20,RU,1690593677,36,64.5667,143.2,64.83,3.96
200,kuanda,90,RU,1690593678,65,56.3161,116.0806,73.9,1.52
201,new norfolk,100,LR,1690593630,98,6.6518,-10.5932,72.97,2.21
202,ribeira grande,75,ES,1690593678,96,42.7461,-8.4439,68.25,5.75
203,enewetak,100,MH,1690593678,81,11.3474,162.3373,83.82,18.52
204,sisimiut,98,GL,1690593678,86,66.9395,-53.6735,42.75,1.99
205,yulinshi,95,CN,1690593678,56,38.2906,109.7494,75.36,6.29
206,cabinda,40,AO,1690593678,88,-5.55,12.2,71.74,4.61
207,freetown,75,SL,1690593679,100,8.484,-13.2299,74.91,4.61
208,solwezi,0,ZM,1690593679,46,-12.1688,26.3894,57.11,2.95
209,vozhega,100,RU,1690593679,98,60.4725,40.2213,57.52,4.72
210,huarmey,37,PE,1690593679,83,-10.0681,-78.1522,69.24,10.02
211,baiyin,0,CN,1690593679,65,36.5583,104.2081,68.61,1.81
212,lido di ostia,56,ID,1690593679,68,-8.6294,118.7341,78.08,5.93
213,savanna-la-mar,17,JM,1690593680,88,18.219,-78.1332,84.15,5.06
214,sahy,100,SK,1690593680,81,48.0741,18.9495,64.33,2.75
215,nova sintra,79,BR,1690593680,48,-5.5279,-46.7049,76.03,1.36
216,port blair,0,CD,1690593680,45,-7.0349,29.7638,71.55,5.93
217,inhambane,0,MZ,1690593680,79,-23.865,35.3833,64.72,6.82
218,chui,29,UY,1690593680,83,-33.6971,-53.4616,45.55,5.01
219,grants,40,US,1690593680,21,35.1473,-107.8514,82.63,14.97
220,xining,0,CN,1690593681,54,36.6167,101.7667,63.46,1.48
221,gia nghia,2,ES,1690593681,61,42.5208,0.4656,60.1,3.89
222,bannu,68,PK,1690593681,56,32.9854,70.6027,89.73,5.77
223,petropavlovsk-kamchatsky,20,RU,1690593681,73,53.0452,158.6483,68.59,8.95
224,mpika,0,ZM,1690593681,75,-11.8343,31.4529,53.51,4.85
225,touros,15,BR,1690593681,82,-5.1989,-35.4608,75.47,13.22
226,polyarnyy,100,RU,1690593681,78,69.1989,33.4478,58.33,3.44
227,bayan,96,CN,1690593682,83,46.0833,127.4,78.6,14.88
228,sept-iles,100,CA,1690593682,95,50.2001,-66.3821,61.32,5.99
229,greenland,20,US,1690593620,84,43.0362,-70.8328,82.74,4.61
230,guelmim,24,MA,1690593682,88,28.987,-10.0574,65.55,4.56
231,zagora,5,MA,1690593682,11,30.3484,-5.8365,93.33,5.59
232,port alfred,0,CD,1690593420,45,-7.0349,29.7638,71.55,5.93
233,georgetown,40,MY,1690593485,86,5.4112,100.3354,84.13,2.3
234,youghal,5,IE,1690593620,100,51.95,-7.8506,55.54,13.22
235,bamboo flat,14,JM,1690593682,82,18.3922,-77.2643,74.75,8.34
236,melekeok village,100,PW,1690593683,79,7.5004,134.6236,84.04,9.22
237,macapa,20,BR,1690593683,100,0.0389,-51.0664,78.78,3.44
238,glace bay,3,US,1690593683,74,37.6771,-80.3434,66.4,3.8
239,las juntas,100,PL,1690593683,95,49.7393,19.4295,62.28,5.82
240,dolyna,32,UA,1690593684,78,48.9733,24.0094,58.06,8.03
241,bijie,100,CN,1690593684,92,27.3125,105.2942,66.79,2.06
242,baoding,100,CN,1690593684,69,38.8511,115.4903,83.91,9.42
243,laojunmiao,6,CN,1690593684,26,39.8333,97.7333,77.68,10.78
244,hithadhoo,100,MV,1690593678,75,-0.6,73.0833,81.23,6.22
245,lalpur,86,IN,1690593684,85,22.2,69.9667,79.29,16.35
246,mossel bay,100,NL,1690593684,93,52.1104,6.367,66.09,7.23
247,veraval,98,IN,1690593685,86,20.9,70.3667,80.46,20.22
248,kone,85,NC,1690593685,45,-21.0595,164.8658,74.21,7.14
249,fisterra,20,ES,1690593685,97,42.9049,-9.2629,68.76,6.87
250,manokwari,100,ID,1690593685,72,-0.8667,134.0833,82.6,1.59
251,ghat,5,LY,1690593685,13,24.9647,10.1728,89.47,2.55
252,likhovskoy,98,RU,1690593685,88,48.1519,40.1792,61.9,16.02
253,cockburn town,0,AU,1690593430,40,-32.0833,141.0,64.22,3.78
254,haiku-pauwela,20,US,1690593685,61,20.9219,-156.3051,84.22,26.46
255,saryozek,0,KZ,1690593686,33,44.3583,77.9753,70.36,2.57
256,lata,55,PT,1690593686,99,40.1629,-8.3327,63.23,1.74
257,guerrero negro,86,MX,1690593686,89,17.6667,-100.0,71.35,1.83
258,arteche,100,PH,1690593686,76,12.2645,125.4048,82.92,10.67
259,lebu,100,CL,1690593686,86,-37.6167,-73.65,53.82,5.39
260,constantia,2,RO,1690593686,69,44.1833,28.65,61.7,11.12
261,kristiansund,100,NO,1690593686,88,63.1115,7.732,57.85,2.3
262,klaksvik,100,FO,1690593687,98,62.2266,-6.589,56.32,16.49
263,karratha,35,AU,1690593687,33,-20.7377,116.8463,71.82,13.65
264,arkalyk,26,KZ,1690593687,46,50.2486,66.9114,75.13,7.25
265,ulanhot,0,CN,1690593687,59,46.0833,122.0833,78.13,10.71
266,aykhal,10,RU,1690593687,33,66.0,111.5,71.67,5.39
267,kulia village,68,BD,1690593687,89,25.0209,89.8056,81.01,10.69
268,hasaki,5,JP,1690593687,74,35.7333,140.8333,93.29,12.35
269,vilyuchinsk,90,RU,1690593688,82,52.9306,158.4028,70.07,5.82
270,abidjan,40,CI,1690593688,100,5.3094,-4.0197,76.96,3.44
271,kalemie,90,CD,1690593688,62,-5.9475,29.1947,69.49,2.35
272,vernon,35,CA,1690593118,27,50.2581,-119.2691,91.29,4.0
273,bartica,86,GY,1690593688,98,6.4,-58.6167,80.92,2.53
274,shenkursk,25,RU,1690593688,98,62.1091,42.896,60.98,3.78
275,puerto deseado,0,ES,1690593688,73,36.5939,-6.233,70.61,2.3
276,hadibu,100,YE,1690593689,79,12.65,54.0333,78.12,30.89
277,talnakh,64,RU,1690593689,57,69.4865,88.3972,74.79,8.84
278,novodvinsk,100,RU,1690593689,95,64.4165,40.8122,61.38,9.69
279,shiyan,96,CN,1690593689,82,32.6475,110.7781,79.72,3.71
280,bonthe,100,SL,1690593689,91,7.5264,-12.505,76.6,10.29
281,fatehpur,99,IN,1690593689,72,25.9333,80.8,85.55,3.69
